GISJOIN,YEAR,FSTATUS,REGION,DIVISION,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,URB_AREAA,AIANHHA,SEA,UATYPE,PLACDESC,CBD,AREANAME,SUPFLG01,SUPFPA03,SUPFLG04,SUPFLG05,SUPFLG06,PBSUM00,PBSUM01,PBSUM02,PBSUM03,PBSUM04,PBSUM05,PBSUM06,PBSUM07,PBSUM08,PBSUM09,PBSUM10,PBSUM11,PBSUM12,PBSUM13,PBSUM14,PBSUM15,PBSUM16,PBSUM17,PBSUM18,PBSUM19,PBSUM20,PBSUM21,PBSUM22,PBSUM23,PBSUM24,PBSUM25,PBSUM26,PBSUM27,PBSUM28,PBSUM29,PBSUM30,PBSUM31,PBSUM32,PBSUM33,PBSUM34,PBSUM35,PBSUM36,PBSUM37,PBSUM38,DR1001,DR1002,DR1003,DR1004,DR2001,DR2002,DR2003,DR2004,DR2005,DR2006,DR2007,DR2008,DR2009,DR2010,DR2011,DR2012,DR2013,DR3001,DR3002,DR3003,DR3004,DR3005,DR3006,DR3007,DR3008,DR3009,DR3010,DR3011,DR3012,DR3013,DR3014,DR3015,DR3016
"G0101230","1980","A","3","6","Alabama","01",,"Tallapoosa","123",,,,,,,"04",,,,"TALLAPOOSA COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1",12014,2176,768,49,1027,1138,315,1006,1646,151,254,1220,319,2070,4325,647,994,193,34,16,721,6314,1273,546,345,1584,487,113,114,470,56,2224,654
"G0101250","1980","A","3","6","Alabama","01","8600","Tuscaloosa","125",,,,,,,"E",,,,"TUSCALOOSA COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",32431,15505,2177,101,4198,7454,1680,4699,8023,485,748,6897,569,6159,4066,2496,2720,392,24,1694,3432,5008,3437,2912,1342,7631,1930,654,623,1908,363,16954,2166
"G0101270","1980","A","3","6","Alabama","01","1000","Walker","127",,,,,,,"03",,,,"WALKER COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",17585,2929,1505,124,1291,1730,567,1895,2485,147,356,1732,556,4912,2342,2291,1823,322,43,3856,1548,1633,2581,2335,853,3212,636,396,363,477,52,3341,626
"G0101290","1980","A","3","6","Alabama","01",,"Washington","129",,,,,,,"07",,,,"WASHINGTON COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",3868,829,427,19,204,406,89,247,508,49,100,541,319,901,913,452,420,138,45,65,436,1726,578,339,144,486,103,26,56,122,0,756,177
"G0101310","1980","A","3","6","Alabama","01",,"Wilcox","131",,,,,,,"06",,,,"WILCOX COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1",2291,891,283,7,208,522,38,177,348,83,29,305,240,372,556,374,243,176,32,10,208,589,634,188,89,339,103,23,73,132,4,782,134
"G0101330","1980","A","3","6","Alabama","01",,"Winston","133",,,,,,,"05",,,,"WINSTON COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",5729,1243,951,106,615,565,124,551,941,18,113,507,515,1238,1451,864,533,255,83,362,436,930,2443,592,297,782,178,25,119,136,41,1135,276
"G0200100","1980","S","4","9","Alaska","02",,"Aleutian Islands","010",,,,,,,"01",,,,"ALEUTIAN ISLANDS CENSUS AREA",,,,,,"1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1247,851,70,0,183,242,39,103,302,0,40,219,157,328,315,56,167,15,179,3,44,709,21,155,8,165,20,17,16,59,0,308,459
"G0200200","1980","B","4","9","Alaska","02","0380","Anchorage","020",,,,,,,"01",,,,"ANCHORAGE BOROUGH",,,,,,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",46106,20823,4607,168,11346,10839,3099,7349,15342,284,1176,7460,455,7861,1255,2579,2688,298,372,2691,5683,1252,881,8521,2594,11580,5627,2232,1068,2854,607,14601,10950
"G0200500","1980","S","4","9","Alaska","02",,"Bethel","050",,,,,,,"01",,,,"BETHEL CENSUS AREA",,,,,,"1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",749,1843,70,12,360,676,92,111,389,15,63,450,17,213,51,79,139,0,17,0,162,30,18,236,9,280,15,30,8,41,10,1320,525
"G0200600","1980","A","4","9","Alaska","02",,"Bristol Bay Borough","060",,,,,,,"01",,,,"BRISTOL BAY BOROUGH",,,,,,"1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",111,149,17,0,20,39,32,12,40,0,7,46,19,44,4,0,6,0,29,6,3,11,0,42,0,36,2,2,0,5,0,59,80
"G0200700","1980","S","4","9","Alaska","02",,"Dillingham","070",,,,,,,"01",,,,"DILLINGHAM CENSUS AREA",,,,,,"1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",361,646,97,2,128,317,40,31,125,0,17,165,108,53,12,53,70,0,93,0,67,61,7,110,4,71,42,0,9,16,0,503,123
"G0200900","1980","A","4","9","Alaska","02",,"Fairbanks North Star","090",,,,,,,"01",,,,"FAIRBANKS NORTH STAR BOROUGH",,,,,,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",10564,6269,1357,38,2218,2989,836,1658,3187,45,238,2220,136,2876,331,723,814,85,82,335,1744,287,226,2272,384,3157,677,497,274,673,191,4862,2541
"G0201000","1980","A","4","9","Alaska","02",,"Haines","100",,,,,,,"01",,,,"HAINES BOROUGH",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","1","1","1","1","1",296,174,94,0,73,85,25,39,63,0,7,60,49,97,21,22,22,0,30,4,61,14,61,47,2,120,14,0,19,17,5,94,77
"G0201100","1980","B","4","9","Alaska","02",,"Juneau","110",,,,,,,"01",,,,"JUNEAU BOROUGH",,,,,,"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",3892,5320,704,21,1980,1805,493,642,2525,49,163,835,102,822,133,137,204,26,337,22,652,105,71,728,84,1137,323,270,112,356,79,1691,3880
"G0201220","1980","A","4","9","Alaska","02",,"Kenai Peninsula","122",,,,,,,"01",,,,"KENAI PENINSULA BOROUGH",,,,,,"1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",5459,1955,1071,65,840,1140,290,615,1095,28,130,1027,494,1643,455,473,459,91,518,736,791,662,238,691,286,1325,334,200,188,245,99,1641,649
"G0201300","1980","A","4","9","Alaska","02",,"Ketchikan Gateway","130",,,,,,,"01",,,,"KETCHIKAN GATEWAY BOROUGH",,,,,,"1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",3109,1263,355,44,510,547,145,427,618,18,76,570,252,669,260,335,356,21,293,11,300,621,371,620,73,851,107,39,27,147,10,800,509
"G0201400","1980","S","4","9","Alaska","02",,"Kobuk","140",,,,,,,"01",,,,"KOBUK CENSUS AREA",,,,,,"1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",333,773,13,2,178,267,53,56,166,2,17,210,5,89,5,34,44,5,0,16,44,0,0,136,2,121,15,6,2,39,6,494,240
"G0201500","1980","A","4","9","Alaska","02",,"Kodiak Island","150",,,,,,,"01",,,,"KODIAK ISLAND BOROUGH",,,,,,"1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",2455,1018,456,15,420,449,63,198,489,4,71,401,545,460,379,169,313,32,523,2,178,850,74,317,24,535,70,24,70,82,20,674,488
"G0201700","1980","A","4","9","Alaska","02",,"Matanuska-Susitna","170",,,,,,,"01",,,,"MATANUSKA-SUSITNA BOROUGH",,,,,,"1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",3374,1859,615,26,612,920,240,488,835,32,136,705,201,996,161,332,211,223,26,240,597,76,138,726,130,963,248,110,88,174,66,1337,764
"G0201800","1980","S","4","9","Alaska","02",,"Nome","180",,,,,,,"01",,,,"NOME CENSUS AREA",,,,,,"1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",660,921,58,2,162,391,64,103,304,11,37,275,13,171,28,22,69,3,6,45,67,15,13,180,8,184,13,42,23,46,19,648,324
"G0201850","1980","A","4","9","Alaska","02",,"North Slope","185",,,,,,,"01",,,,"NORTH SLOPE BOROUGH",,,,,,"1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1",712,814,17,7,152,174,62,59,212,18,65,220,5,357,15,77,141,5,3,83,381,0,7,169,24,101,59,21,11,57,0,403,244
"G0202010","1980","S","4","9","Alaska","02",,"Prince Of Wales-Outer Ketchikan","201",,,,,,,"01",,,,"PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA",,,,,,"1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",901,394,81,5,89,223,31,23,148,13,24,141,277,182,38,109,122,7,123,0,107,44,524,95,12,51,5,0,10,36,0,236,158
"G0202200","1980","B","4","9","Alaska","02",,"Sitka","220",,,,,,,"01",,,,"SITKA BOROUGH",,,,,,"1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1801,1113,308,0,369,514,130,170,346,7,56,454,176,459,172,178,192,0,293,0,200,482,187,255,18,362,29,26,56,106,13,852,367
"G0202310","1980","S","4","9","Alaska","02",,"Skagway-Yakutat-Angoon","231",,,,,,,"01",,,,"SKAGWAY-YAKUTAT-ANGOON CENSUS AREA",,,,,,"1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1",519,444,85,6,112,145,26,81,147,3,3,119,71,124,25,93,116,3,57,7,34,39,59,264,4,127,18,7,0,26,0,234,158
"G0202400","1980","S","4","9","Alaska","02",,"Southeast Fairbanks","240",,,,,,,"01",,,,"SOUTHEAST FAIRBANKS CENSUS AREA",,,,,,"1","1","1","1","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",449,734,106,16,151,228,50,74,144,10,39,247,32,142,8,103,78,35,3,42,115,0,5,52,5,256,23,22,4,62,3,283,392
"G0202610","1980","S","4","9","Alaska","02",,"Valdez-Cordova","261",,,,,,,"01",,,,"VALDEZ-CORDOVA CENSUS AREA",,,,,,"1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1849,1013,339,15,369,458,158,103,445,4,110,448,261,402,121,203,146,28,275,51,410,164,69,479,89,327,41,48,6,159,22,667,456
"G0202700","1980","S","4","9","Alaska","02",,"Wade Hampton","270",,,,,,,"01",,,,"WADE HAMPTON CENSUS AREA",,,,,,"1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","1","1","1","1",203,517,3,0,59,176,2,66,139,10,11,159,9,52,3,12,51,4,13,0,51,3,0,78,5,117,0,6,0,12,14,319,96
"G0202800","1980","S","4","9","Alaska","02",,"Wrangell-Petersburg","280",,,,,,,"01",,,,"WRANGELL-PETERSBURG CENSUS AREA",,,,,,"1","1","0","1","1","0","1","1","1","0","1","1","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1",1490,737,312,31,184,359,55,152,307,20,14,284,376,366,132,173,176,4,419,7,126,272,418,199,23,372,64,9,22,45,10,407,209
"G0202900","1980","S","4","9","Alaska","02",,"Yukon-Koyukuk","290",,,,,,,"01",,,,"YUKON-KOYUKUK CENSUS AREA",,,,,,"1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",704,1037,93,24,227,407,81,67,284,6,48,305,38,230,41,69,54,2,11,102,122,5,40,282,10,152,18,49,4,36,4,651,350
"G0400010","1980","A","4","8","Arizona","04",,"Apache","001",,,,,,,"01",,,,"APACHE COUNTY",,,,,,"1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",4778,6389,435,26,1141,2165,183,554,1785,15,199,1936,356,1472,463,631,645,230,278,281,1030,68,367,1066,59,1224,206,49,81,238,26,4123,2301
"G0400030","1980","A","4","8","Arizona","04",,"Cochise","003",,,,,,,"02",,,,"COCHISE COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",14173,8909,2294,344,2859,3509,792,2702,4061,165,634,3361,1289,3538,1056,841,1051,1326,128,458,1810,1040,1196,1623,584,4542,1119,504,438,1106,132,5034,4843
"G0400050","1980","A","4","8","Arizona","04",,"Coconino","005",,,,,,,"01",,,,"COCONINO COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","1","0","1","0","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",16364,10333,1875,89,3104,4545,742,2764,4083,85,626,4988,559,3646,851,1417,1220,294,550,244,1768,890,1085,2439,564,6494,826,280,453,1791,277,7797,2993
"G0400070","1980","A","4","8","Arizona","04",,"Gila","007",,,,,,,"01",,,,"GILA COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",7244,2685,729,47,831,933,246,870,1132,41,181,1454,233,2450,603,971,835,129,170,2771,1051,85,755,421,98,1674,291,81,141,354,57,1892,820
"G0400090","1980","A","4","8","Arizona","04",,"Graham","009",,,,,,,"02",,,,"GRAHAM COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",4033,2168,599,61,650,825,95,540,774,34,218,965,674,1014,206,459,426,691,57,665,538,93,105,267,155,1305,271,76,85,231,44,1410,911
"G0400110","1980","A","4","8","Arizona","04",,"Greenlee","011",,,,,,,"02",,,,"GREENLEE COUNTY",,,,,,"1","1","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1",3223,558,134,32,255,427,59,137,392,24,58,440,102,944,349,365,373,93,18,1262,115,42,1177,96,16,257,54,10,12,111,44,470,168
"G0400130","1980","A","4","8","Arizona","04","6200","Maricopa","013",,,,,,,"A",,,,"MARICOPA COUNTY",,,,,,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",476332,93586,36272,2215,76346,79105,21935,72979,106989,2558,8736,63502,12840,80636,38176,21621,23447,13426,262,1529,50002,22921,85796,41319,27967,110113,50612,21253,10767,22014,7313,111024,32203
"G0400150","1980","A","4","8","Arizona","04",,"Mohave","015",,,,,,,"01",,,,"MOHAVE COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","0","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",14121,3109,1554,122,1956,1691,378,2341,2407,26,402,2653,319,3509,1585,864,888,236,6,602,2172,431,2346,1525,442,3457,1114,429,349,1119,804,2687,1229
"G0400170","1980","A","4","8","Arizona","04",,"Navajo","017",,,,,,,"01",,,,"NAVAJO COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",10890,6832,784,65,1538,2716,421,1454,2274,59,401,2514,391,3132,830,1391,1298,275,231,729,2148,708,690,2255,386,2881,538,176,217,500,138,4478,2234
"G0400190","1980","A","4","8","Arizona","04","8520","Pima","019",,,,,,,"B",,,,"PIMA COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",146294,45418,12765,1061,23352,32238,8166,23586,31955,1339,3367,24915,2850,29636,8582,8339,8033,2599,186,10389,15978,4717,16360,12520,8143,37380,13051,5545,3416,7906,3214,52894,11738
"G0400210","1980","A","4","8","Arizona","04",,"Pinal","021",,,,,,,"02",,,,"PINAL COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","0","1","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",19304,6956,1700,208,2203,2888,688,1919,3307,160,843,3136,2362,5473,1898,1605,1706,2669,6,4857,1519,1098,2023,1123,433,3862,915,403,367,821,205,5426,2356
"G0400230","1980","A","4","8","Arizona","04",,"Santa Cruz","023",,,,,,,"02",,,,"SANTA CRUZ COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",4756,1568,454,41,966,709,109,826,1340,49,203,631,223,695,271,316,557,227,36,45,351,318,502,565,592,1468,250,118,100,272,53,1112,763
"G0400250","1980","A","4","8","Arizona","04",,"Yavapai","025",,,,,,,"01",,,,"YAVAPAI COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",11996,3598,2534,163,1836,2638,359,2085,2422,85,337,2301,609,2848,801,1165,840,539,154,819,2326,449,991,1039,394,3523,1140,276,258,771,205,4440,1012
"G0400270","1980","A","4","8","Arizona","04",,"Yuma","027",,,,,,,"02",,,,"YUMA COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",18886,7171,1744,126,2966,3011,743,2983,3796,60,661,2853,3659,3471,1009,1493,1328,4686,35,61,2063,834,707,1754,1082,5326,1081,445,582,910,219,4902,3429
"G0500010","1980","A","3","7","Arkansas","05",,"Arkansas","001",,,,,,,"07",,,,"ARKANSAS COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",6800,1232,1369,60,729,718,174,1103,1220,154,67,913,1292,1222,851,437,603,1406,25,0,751,1657,467,561,382,1580,421,64,162,386,20,1347,246
"G0500030","1980","A","3","7","Arkansas","05",,"Ashley","003",,,,,,,"06",,,,"ASHLEY COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",6652,1205,717,45,549,718,185,682,979,90,116,710,619,1340,1494,651,466,546,91,17,513,2728,700,471,231,1064,247,46,142,241,40,1267,240
"G0500050","1980","A","3","7","Arkansas","05",,"Baxter","005",,,,,,,"09",,,,"BAXTER COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1",5733,1172,1139,29,685,681,176,802,795,23,48,962,326,1216,1461,522,363,295,28,34,752,961,1334,489,115,1445,386,94,196,338,50,1420,145
"G0500070","1980","A","3","7","Arkansas","05","2580","Benton","007",,,,,,,"01",,,,"BENTON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",23848,2826,3383,278,2675,2280,602,2763,4265,109,360,2960,1920,4876,3644,1707,2049,2041,13,58,2127,4366,4865,1601,1124,5414,1379,401,551,787,209,4602,692
"G0500090","1980","A","3","7","Arkansas","05",,"Boone","009",,,,,,,"09",,,,"BOONE COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1",6556,1722,1457,73,903,875,249,1086,1551,51,110,1038,516,1257,1020,582,548,457,16,10,777,652,1200,637,870,1741,514,169,168,392,74,1716,437
"G0500110","1980","A","3","7","Arkansas","05",,"Bradley","011",,,,,,,"06",,,,"BRADLEY COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","1","1","1","0","0","1","1","1","1",3199,853,497,43,253,397,115,341,542,22,33,366,340,659,748,301,382,189,25,6,410,375,1287,187,221,496,212,19,61,75,13,900,107
"G0500130","1980","A","3","7","Arkansas","05",,"Calhoun","013",,,,,,,"06",,,,"CALHOUN COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",1323,462,232,11,87,151,29,133,212,3,42,226,117,384,307,230,61,56,22,77,209,293,336,157,29,221,45,14,48,56,0,360,102
"G0500150","1980","A","3","7","Arkansas","05",,"Carroll","015",,,,,,,"09",,,,"CARROLL COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",3607,747,1340,79,520,444,104,467,506,13,32,600,711,1036,522,267,491,731,14,26,441,1175,326,270,155,905,227,70,85,270,47,793,175
"G0500170","1980","A","3","7","Arkansas","05",,"Chicot","017",,,,,,,"08",,,,"CHICOT COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",3101,1056,664,45,304,582,60,422,555,60,37,529,866,539,473,288,240,958,8,27,343,467,228,327,201,666,152,14,112,171,12,1172,135
