b,dgp_num,T_0,estimator,true_te,rel_year,estimate,std.error,ci_lower,ci_upper,selected_p
703,1,4,QLD ($p$ known),1,0,0.5952133413668064,2.7937057466851285,-4.880449922136045,6.070876604869658,2
703,1,4,QLD ($p$ estimated),1,0,0.5952133413668064,2.7937057466851285,-4.880449922136045,6.070876604869658,2
704,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.912558385072334,0.16415724873520596,4.59081017755133,5.234306592593337,NA
704,1,4,QLD ($p$ known),1,0,1.4689394304119718,1.4643193495295144,-1.401126494665876,4.33900535548982,2
704,1,4,QLD ($p$ estimated),1,0,1.4689394304119718,1.4643193495295144,-1.401126494665876,4.33900535548982,2
705,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.5365984842220595,0.1735421488534444,4.196455872469309,4.87674109597481,NA
705,1,4,QLD ($p$ known),1,0,1.5928919946750777,2.67828947595462,-3.656555378195977,6.842339367546133,2
705,1,4,QLD ($p$ estimated),1,0,-1.307250157888327,0.9499735666634386,-3.169198348548667,0.5546980327720126,1
706,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.9127257630535555,0.17188110599210754,4.575838795309025,5.249612730798086,NA
706,1,4,QLD ($p$ known),1,0,0.7223910228247006,4.972336378400196,-9.023388278839684,10.468170324489083,2
706,1,4,QLD ($p$ estimated),1,0,25.33804244700956,0.4862313348072851,24.38502903078728,26.29105586323184,0
707,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.932863211434099,0.17555601018890335,4.588773431463848,5.276952991404349,NA
707,1,4,QLD ($p$ known),1,0,3.828360052143291,3.8005720532020306,-3.620761172132688,11.277481276419271,2
707,1,4,QLD ($p$ estimated),1,0,24.674887559425212,0.5072696539021706,23.680639037776956,25.669136081073468,0
708,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.807730780421452,0.1771198932691805,4.460575789613858,5.154885771229046,NA
708,1,4,QLD ($p$ known),1,0,1.8831415644031029,2.9337813480004207,-3.867069877677722,7.633353006483928,2
708,1,4,QLD ($p$ estimated),1,0,1.8831415644031029,2.9337813480004207,-3.867069877677722,7.633353006483928,2
709,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.8345368626440886,0.18025256967267855,4.481241826085639,5.187831899202538,NA
709,1,4,QLD ($p$ known),1,0,-0.34864354819846033,1.2184306992284348,-2.7367677186861927,2.039480622289272,2
709,1,4,QLD ($p$ estimated),1,0,-0.23535268530670503,1.099298076170416,-2.3899769146007204,1.9192715439873105,1
710,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.85298759767079,0.17720069830137078,4.505674229000103,5.2003009663414765,NA
710,1,4,QLD ($p$ known),1,0,1.4175263417794175,0.8666895385304692,-0.28118515374030184,3.1162378372991375,2
710,1,4,QLD ($p$ estimated),1,0,1.4175263417794175,0.8666895385304692,-0.28118515374030184,3.1162378372991375,2
711,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.915059232393857,0.17380869620755987,4.57439418782704,5.255724276960675,NA
711,1,4,QLD ($p$ known),1,0,1.3054233411654734,5.866211334369107,-10.192350874197976,12.803197556528923,2
711,1,4,QLD ($p$ estimated),1,0,25.20567919489529,0.5167343771378211,24.192879815705155,26.218478574085417,0
712,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.190974588884594,0.17314063581459463,4.851618942687988,5.5303302350812,NA
712,1,4,QLD ($p$ known),1,0,0.6816842892754555,3.2228858036240653,-5.635171885827712,6.998540464378624,2
712,1,4,QLD ($p$ estimated),1,0,25.186961389562384,0.4857564920230022,24.2348786651973,26.13904411392747,0
713,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.840936579223553,0.17778698618583905,4.492474086299309,5.189399072147797,NA
713,1,4,QLD ($p$ known),1,0,1.1023111874429254,1.538510262916791,-1.913168927873985,4.117791302759835,2
713,1,4,QLD ($p$ estimated),1,0,1.1023111874429254,1.538510262916791,-1.913168927873985,4.117791302759835,2
714,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.0226367410880375,0.187099560822102,4.6559216018767176,5.389351880299357,NA
714,1,4,QLD ($p$ known),1,0,0.5700406783401888,1.3633988284765806,-2.1022210254739093,3.2423023821542865,2
714,1,4,QLD ($p$ estimated),1,0,0.5700406783401888,1.3633988284765806,-2.1022210254739093,3.2423023821542865,2
715,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.929171600139495,0.17695555991550738,4.5823387027051,5.276004497573889,NA
715,1,4,QLD ($p$ known),1,0,-1.7205214185363835,1.4617387799682788,-4.58552942727421,1.144486590201443,2
715,1,4,QLD ($p$ estimated),1,0,-2.4486512159325424,1.189628237026148,-4.780322560503793,-0.11697987136129262,1
716,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.957161981135651,0.18023616774624965,4.603899092353002,5.3104248699183,NA
716,1,4,QLD ($p$ known),1,0,4.156498976435293,2.564273092366333,-0.8694762846027198,9.182474237473304,2
716,1,4,QLD ($p$ estimated),1,0,4.156498976435293,2.564273092366333,-0.8694762846027198,9.182474237473304,2
717,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.888564684247625,0.17861999729100284,4.53846948955726,5.238659878937991,NA
717,1,4,QLD ($p$ known),1,0,5.476075177872956,2.9299825822264047,-0.2666906832907969,11.21884103903671,2
717,1,4,QLD ($p$ estimated),1,0,3.738683495197787,1.6198418547094935,0.5637934599671799,6.913573530428396,1
718,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.091572046332665,0.18811924636671024,4.722858323453913,5.460285769211417,NA
718,1,4,QLD ($p$ known),1,0,1.1685221345926262,4.107483806852206,-6.8821461268376964,9.219190396022949,2
718,1,4,QLD ($p$ estimated),1,0,1.1685221345926262,4.107483806852206,-6.8821461268376964,9.219190396022949,2
719,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.087087710415992,0.18256319696909848,4.729263844356559,5.444911576475425,NA
719,1,4,QLD ($p$ known),1,0,-1.0812168870992047,2.375080607357344,-5.7363748775196,3.57394110332119,2
719,1,4,QLD ($p$ estimated),1,0,-1.0812168870992047,2.375080607357344,-5.7363748775196,3.57394110332119,2
720,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.836841694960042,0.18520825108936617,4.473833522824885,5.1998498670952,NA
720,1,4,QLD ($p$ known),1,0,3.798028557868219,8.23371585909861,-12.340054525965051,19.936111641701498,2
720,1,4,QLD ($p$ estimated),1,0,3.798028557868219,8.23371585909861,-12.340054525965051,19.936111641701498,2
721,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.0594283599799645,0.17872204666198788,4.709133148522469,5.4097235714374605,NA
721,1,4,QLD ($p$ known),1,0,-1.744910943936914,5.704650615100408,-12.926026149533714,9.436204261659888,2
721,1,4,QLD ($p$ estimated),1,0,-1.744910943936914,5.704650615100408,-12.926026149533714,9.436204261659888,2
722,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.943357370827409,0.18543498836427785,4.579904793633424,5.306809948021393,NA
722,1,4,QLD ($p$ known),1,0,-10.006521039796544,16.761984570958564,-42.86001079887533,22.84696871928224,2
722,1,4,QLD ($p$ estimated),1,0,25.535171154166218,0.5087383893793189,24.53804391098275,26.53229839734968,0
723,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.130109259311744,0.1843794304775136,4.768725575575817,5.49149294304767,NA
723,1,4,QLD ($p$ known),1,0,-1.0711757953701688,4.2894268102549225,-9.478452343469815,7.336100752729478,2
723,1,4,QLD ($p$ estimated),1,0,26.01311459473521,0.5110592661103055,25.01143843315901,27.01479075631141,0
724,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.700105411739002,0.18450614648103783,4.338473364636168,5.061737458841836,NA
724,1,4,QLD ($p$ known),1,0,-2.003072904113991,1.5694968141153889,-5.079286659780154,1.073140851552171,2
724,1,4,QLD ($p$ estimated),1,0,-2.003072904113991,1.5694968141153889,-5.079286659780154,1.073140851552171,2
725,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.305301095271802,0.17401199740520695,4.964237580357596,5.646364610186008,NA
725,1,4,QLD ($p$ known),1,0,0.8510554068887326,2.1646671317621076,-3.391692171364998,5.093802985142464,2
725,1,4,QLD ($p$ estimated),1,0,0.8510554068887326,2.1646671317621076,-3.391692171364998,5.093802985142464,2
726,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.132326036778312,0.187236845431284,4.7653418197329955,5.499310253823628,NA
726,1,4,QLD ($p$ known),1,0,5.51551601278475,4.5320854525979986,-3.367371474307327,14.398403499876828,2
726,1,4,QLD ($p$ estimated),1,0,25.54797831017015,0.5398654395935159,24.48984204856686,26.606114571773443,0
727,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.004382321350456,0.18117092923203423,4.649287300055669,5.359477342645243,NA
727,1,4,QLD ($p$ known),1,0,1.0715500638658515,2.7788302880580233,-4.374957300727874,6.518057428459577,2
727,1,4,QLD ($p$ estimated),1,0,25.46887547411495,0.592114377213683,24.30833129477613,26.62941965345377,0
728,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.799812591834484,0.18004467006026087,4.4469250385163726,5.152700145152595,NA
728,1,4,QLD ($p$ known),1,0,0.4404781364386434,2.7205803966820996,-4.891859441058272,5.772815713935558,2
728,1,4,QLD ($p$ estimated),1,0,-0.774101089280174,1.1655564002650975,-3.058591633799765,1.5103894552394173,1
729,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.940101122171707,0.1866675232062678,4.574232776687422,5.305969467655991,NA
729,1,4,QLD ($p$ known),1,0,7.670058330319027,4.439436789277789,-1.0312377766654377,16.37135443730349,2
729,1,4,QLD ($p$ estimated),1,0,7.670058330319027,4.439436789277789,-1.0312377766654377,16.37135443730349,2
730,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.746378007412447,0.1662494741194762,4.420529038138273,5.07222697668662,NA
730,1,4,QLD ($p$ known),1,0,0.21299697531462689,1.664664470031402,-3.049745385946921,3.4757393365761744,2
730,1,4,QLD ($p$ estimated),1,0,0.7071558585851762,1.0551401587438067,-1.3609188525526852,2.7752305697230373,1
731,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.952908256250199,0.17583755641170107,4.608266645683265,5.297549866817133,NA
731,1,4,QLD ($p$ known),1,0,0.8184897983965137,2.0980752733750134,-3.293737737418512,4.93071733421154,2
731,1,4,QLD ($p$ estimated),1,0,1.3603796682726117,1.0854701356255705,-0.7671417975535064,3.48790113409873,1
732,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.7723174628643275,0.1728378399614129,4.433555296539958,5.111079629188697,NA
732,1,4,QLD ($p$ known),1,0,2.7700747490178568,2.025616721474748,-1.2001340250726495,6.7402835231083635,2
732,1,4,QLD ($p$ estimated),1,0,2.7700747490178568,2.025616721474748,-1.2001340250726495,6.7402835231083635,2
733,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.6332322153121845,0.17817360530782686,4.2840119489088435,4.982452481715526,NA
733,1,4,QLD ($p$ known),1,0,-1.8592423973488348,2.969505175053018,-7.679472540452751,3.960987745755081,2
733,1,4,QLD ($p$ estimated),1,0,24.86434352110604,0.5148884076351712,23.855162242141105,25.873524800070975,0
734,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.908495800170219,0.18618980532891877,4.543563781725538,5.2734278186149,NA
734,1,4,QLD ($p$ known),1,0,-3.6229887994199457,3.0559108977170957,-9.612574158945453,2.3665965601055614,2
734,1,4,QLD ($p$ estimated),1,0,-2.9833296911380316,1.939045478527671,-6.783858829052267,0.8171994467762036,1
735,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.169398469034853,0.17192730258293462,4.832420955972301,5.5063759820974045,NA
735,1,4,QLD ($p$ known),1,0,-2.2264572014991213,6.415623352243959,-14.80107897189728,10.34816456889904,2
735,1,4,QLD ($p$ estimated),1,0,-2.152374275798723,2.000382362723726,-6.073123706737226,1.768375155139779,1
736,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.9343610611877455,0.17917496464824542,4.583178130477185,5.285543991898306,NA
736,1,4,QLD ($p$ known),1,0,-0.6634115392774196,1.986589908795543,-4.557127760516684,3.2303046819618446,2
736,1,4,QLD ($p$ estimated),1,0,-1.9748823961613573,1.646081027180379,-5.2012012094349,1.2514364171121857,1
737,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.1584807570341455,0.18767079749258217,4.790645993948685,5.526315520119606,NA
737,1,4,QLD ($p$ known),1,0,4.206146540444471,7.641496793040708,-10.771187173915315,19.18348025480426,2
737,1,4,QLD ($p$ estimated),1,0,4.206146540444471,7.641496793040708,-10.771187173915315,19.18348025480426,2
738,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.739226254802419,0.17417759853422052,4.397838161675346,5.080614347929491,NA
738,1,4,QLD ($p$ known),1,0,3.595165788532381,3.593736092522317,-3.448556952811361,10.638888529876125,2
738,1,4,QLD ($p$ estimated),1,0,-0.18853290311542104,0.9529168103496248,-2.056249851400686,1.679184045169844,1
739,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.2838592802189694,0.1828532334890121,4.925466942580505,5.642251617857434,NA
739,1,4,QLD ($p$ known),1,0,0.9658034990787692,1.4454903299345618,-1.867357547592972,3.7989645457505103,2
739,1,4,QLD ($p$ estimated),1,0,0.9658034990787692,1.4454903299345618,-1.867357547592972,3.7989645457505103,2
740,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.777906107350865,0.18483172119167937,4.415635933815174,5.140176280886556,NA
740,1,4,QLD ($p$ known),1,0,0.7237880415942946,41.139463094254666,-79.90955962314486,81.35713570633344,2
740,1,4,QLD ($p$ estimated),1,0,0.7237880415942946,41.139463094254666,-79.90955962314486,81.35713570633344,2
741,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.724942447899079,0.17692223320583572,4.378174870815641,5.071710024982517,NA
741,1,4,QLD ($p$ known),1,0,-0.5599104105680018,42.229524092592946,-83.32977763205018,82.20995681091416,2
741,1,4,QLD ($p$ estimated),1,0,-7.36800172390567,5.169778173995548,-17.500766944936945,2.764763497125604,1
742,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.931824281505462,0.17350321261075016,4.591757984788392,5.271890578222533,NA
742,1,4,QLD ($p$ known),1,0,-0.2770348939224123,1.111052816884313,-2.454698415015666,1.900628627170841,2
742,1,4,QLD ($p$ estimated),1,0,-0.19416449190994023,1.124631570223243,-2.3984423695474963,2.010113385727616,1
743,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.88061718954262,0.18820779616152628,4.5117299090660286,5.249504470019211,NA
743,1,4,QLD ($p$ known),1,0,0.01794418712707372,1.6769251195553696,-3.2688290472014505,3.304717421455598,2
743,1,4,QLD ($p$ estimated),1,0,0.01794418712707372,1.6769251195553696,-3.2688290472014505,3.304717421455598,2
744,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.194828818498418,0.17011853993081086,3.8613964802340286,4.528261156762807,NA
744,1,4,QLD ($p$ known),1,0,0.8036401871273763,1.776622369149495,-2.678539656405633,4.2858200306603855,2
744,1,4,QLD ($p$ estimated),1,0,0.8036401871273763,1.776622369149495,-2.678539656405633,4.2858200306603855,2
745,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.130474877625192,0.17474379161619732,4.787977046057445,5.4729727091929385,NA
745,1,4,QLD ($p$ known),1,0,1.1521365161173514,1.5768730625488734,-1.9385346864784403,4.242807718713143,2
745,1,4,QLD ($p$ estimated),1,0,1.7601944204768798,1.3525246110016778,-0.8907538170864084,4.411142658040168,1
746,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.259490971834614,0.17923428102005576,4.908191781035304,5.610790162633924,NA
746,1,4,QLD ($p$ known),1,0,-1.152820433349894,14.354218827864138,-29.287089335963604,26.981448469263817,2
746,1,4,QLD ($p$ estimated),1,0,25.669147767161103,0.49560077770075667,24.69777024286762,26.640525291454587,0
747,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.926285811009992,0.17332028928888635,4.586578044003774,5.265993578016209,NA
747,1,4,QLD ($p$ known),1,0,-0.3470519024997316,2.0617939028646504,-4.388167952114446,3.6940641471149833,2
747,1,4,QLD ($p$ estimated),1,0,0.6833732106388785,1.0821009017842884,-1.437544556858327,2.8042909781360836,1
748,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.786608731132168,0.16873208806881312,4.455893838517294,5.117323623747042,NA
748,1,4,QLD ($p$ known),1,0,2.0926347973288566,8.36334967527395,-14.299530566208087,18.4848001608658,2
748,1,4,QLD ($p$ estimated),1,0,-8.466867655999863,6.4588659084595585,-21.126244836580597,4.192509524580872,1
749,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.898876843662014,0.17405477295637217,4.557729488667524,5.240024198656503,NA
749,1,4,QLD ($p$ known),1,0,-1.0284988126048462,1.9959875011454529,-4.940634314849934,2.883636689640241,2
749,1,4,QLD ($p$ estimated),1,0,-1.0284988126048462,1.9959875011454529,-4.940634314849934,2.883636689640241,2
750,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.018492247247388,0.1866540555646791,4.6526502983406175,5.384334196154159,NA
750,1,4,QLD ($p$ known),1,0,-5.186766950618037,8.362725206726498,-21.577708355801978,11.2041744545659,2
750,1,4,QLD ($p$ estimated),1,0,24.67759011204495,0.5019147809744366,23.693837141335052,25.661343082754847,0
751,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.972498994608896,0.17028474267876767,4.6387408989585115,5.306257090259281,NA
751,1,4,QLD ($p$ known),1,0,-4.2039726262583,6.452546785030842,-16.85096432491875,8.443019072402151,2
751,1,4,QLD ($p$ estimated),1,0,25.09217183360465,0.481620676308552,24.148195308039888,26.03614835916941,0
752,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.09281643190733,0.17701467118329792,4.745867676388066,5.439765187426595,NA
752,1,4,QLD ($p$ known),1,0,1.5576734769845968,3.193277502694365,-4.7011504282963585,7.816497382265553,2
752,1,4,QLD ($p$ estimated),1,0,1.5576734769845968,3.193277502694365,-4.7011504282963585,7.816497382265553,2
753,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.923563189733471,0.16615729516084737,4.5978948912182105,5.249231488248732,NA
753,1,4,QLD ($p$ known),1,0,-8.278788519530835,9.777515834285865,-27.442719554731127,10.885142515669456,2
753,1,4,QLD ($p$ estimated),1,0,-5.175817192057341,3.2748547717945127,-11.594532544774586,1.2428981606599034,1
754,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.70385343917702,0.173939110547506,4.362932782503908,5.044774095850132,NA
754,1,4,QLD ($p$ known),1,0,-1.010965159722607,5.750622885222737,-12.282186014759173,10.260255695313957,2
754,1,4,QLD ($p$ estimated),1,0,25.047243808757656,0.4945885035374112,24.07785034182433,26.016637275690982,0
755,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.129078876870252,0.1664629989315645,4.802811398964385,5.455346354776118,NA
755,1,4,QLD ($p$ known),1,0,-0.02739481034246685,6.968898466963271,-13.686435805590476,13.631646184905543,2
755,1,4,QLD ($p$ estimated),1,0,-1.818265905709252,1.786074504008491,-5.318971933565894,1.682440122147391,1
756,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.042648000906555,0.18267129266171112,4.684612267289601,5.400683734523509,NA
756,1,4,QLD ($p$ known),1,0,1.1452566578429146,12.004201021596378,-22.382977344485987,24.673490660171815,2
756,1,4,QLD ($p$ estimated),1,0,1.1452566578429146,12.004201021596378,-22.382977344485987,24.673490660171815,2
757,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.920472594462507,0.17267974941382996,4.5820202856114,5.258924903313614,NA
757,1,4,QLD ($p$ known),1,0,-5.722862690148981,7.85612728015284,-21.12087215924855,9.675146778950586,2
757,1,4,QLD ($p$ estimated),1,0,-5.7311848318139855,4.775460783282108,-15.091087967046915,3.628718303418946,1
758,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.162979959015685,0.182072577024172,4.8061177080483075,5.519842209983062,NA
758,1,4,QLD ($p$ known),1,0,4.090197064044456,69.4005600674166,-131.9349006680921,140.115294796181,2
758,1,4,QLD ($p$ estimated),1,0,25.3532454950776,0.5204954674416973,24.333074378891876,26.373416611263327,0
759,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.216895118802545,0.180954682137499,4.862223941813046,5.571566295792043,NA
759,1,4,QLD ($p$ known),1,0,-4.133474583428616,8.748512680282031,-21.280559436781395,13.013610269924165,2
759,1,4,QLD ($p$ estimated),1,0,25.355717237836203,0.497197608312809,24.381209925543097,26.33022455012931,0
760,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.851726423828293,0.1783252390202233,4.502208955348655,5.2012438923079305,NA
760,1,4,QLD ($p$ known),1,0,-0.9041542782872282,3.004725751803915,-6.793416751822901,4.985108195248445,2
760,1,4,QLD ($p$ estimated),1,0,24.69869323366888,0.4601996230240986,23.796701972541648,25.600684494796113,0
761,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.949974734991574,0.17506564908659353,4.606846062781851,5.293103407201298,NA
761,1,4,QLD ($p$ known),1,0,-6.308853228402391,5.317103409442479,-16.73037591090965,4.112669454104868,2
761,1,4,QLD ($p$ estimated),1,0,24.679359639064792,0.4460922610834741,23.805018807341185,25.5537004707884,0
762,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.784918982850534,0.17643830367948143,4.43909990763875,5.130738058062318,NA
762,1,4,QLD ($p$ known),1,0,2.963603738992234,1.3002620412146273,0.4150901382115646,5.512117339772903,2
762,1,4,QLD ($p$ estimated),1,0,2.963603738992234,1.3002620412146273,0.4150901382115646,5.512117339772903,2
